nf_numero,nf_item,nf_datahora,nf_timestamp,nf_valor_total,emit_nome,emit_cnpj,emit_bairro,emit_municipio,emit_cep,emit_lat,emit_long,prod_desc,prod_ncm,prod_cfop,prod_quant,prod_unid,prod_valor_unit,prod_valor_total,idx
180,229,2016-09-13 00:00:00,1473724800,21996.64,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,domperidona 10mg 30cp germed,30049099,5929,1.0,und,15.24,15.24,43484
179,24,2016-09-13 00:00:00,1473724800,36449.46,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,depakene xpe 100ml,30049099,5929,2.0,und,16.84,33.68,43293
192,208,2016-10-03 00:00:00,1475452800,72723.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,oto betnovate 10ml fqm,30049099,5929,2.0,und,20.15,40.3,43417
514,27,2016-06-06 00:00:00,1465171200,7251.71,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,sanativo elixir 120ml,30049099,5403,1.0,und,22.88,22.88,154
567,218,2016-10-18 00:00:00,1476748800,59404.05,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,desonida creme 30g,30049099,5403,1.0,und,26.78,26.78,976
180,233,2016-09-13 00:00:00,1473724800,21996.64,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,decongex plus 12cp,30049099,5929,1.0,und,20.38,20.38,43487
63,259,2016-03-02 00:00:00,1456876800,39495.06,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,flebon 50mg 30cp,30049099,5405,2.0,und,38.7,77.4,43630
63,124,2016-03-02 00:00:00,1456876800,39495.06,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,flebon 50mg 30cp,30049099,5405,2.0,und,38.7,77.4,43585
180,170,2016-09-13 00:00:00,1473724800,21996.64,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,*otosylase 10ml,30049099,5929,1.0,und,20.0,20.0,43469
179,107,2016-09-13 00:00:00,1473724800,36449.46,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,noctal 2mg 20cp*,30049099,5929,2.0,und,19.63,39.26,43309
192,79,2016-10-03 00:00:00,1475452800,72723.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,cloridrato de ranitidina,30049099,5929,1.0,und,17.94,17.94,43382
60,54,2016-03-01 00:00:00,1456790400,39495.11,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,osteotrat 35mg 4cp,30049099,5405,2.0,und,40.0,80.0,42726
100,10,2016-05-19 00:00:00,1463616000,12489.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,losartana potassica 50mg 30cp germed,30049099,5405,2.0,und,36.38,72.76,43660
60,310,2016-03-01 00:00:00,1456790400,39495.11,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,*pamelor 25mg 30caps,30049099,5405,2.0,und,35.11,70.22,42794
176,13,2016-03-30 00:00:00,1459296000,3945.0,greicy cristiane do nascimento costa epp,1634818000129,centro,santa rita,58300800,-7.128465,-34.9846186,alenia,30049099,5929,1.0,und,105.25,105.25,56886
63,129,2016-03-02 00:00:00,1456876800,39495.06,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,*paroxetina 20mg 30cp,30049099,5405,2.0,und,37.4,74.8,43588
89,196,2016-04-28 00:00:00,1461801600,28935.04,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,ciprofloxacino 500mg 14cp brasterapica,30049099,5929,2.0,und,31.26,62.52,43001
192,60,2016-10-03 00:00:00,1475452800,72723.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,carbonato de litio 300mg 50cp actavis,30049099,5929,1.0,und,18.39,18.39,43376
89,163,2016-04-28 00:00:00,1461801600,28935.04,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,clo 75mg 20cp sigma,30049099,5929,2.0,und,32.02,64.04,42990
101,53,2016-05-19 00:00:00,1463616000,10000.72,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,ciprofloxacino 500mg 14cp brasterapica,30049099,5405,2.0,und,35.18,70.36,42682
342,15,2016-10-27 00:00:00,1477526400,1500.0,maria do socorro adelino moura,24502049000100,centro,cajazeiras,58900000,-6.8897849,-38.5570389,omeprazol,30049099,5403,1.0,und,25.0,25.0,1488
587,11,2016-09-26 00:00:00,1474848000,988.62,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,"revange 37,5/325mg comp.",30049099,5403,1.0,und,23.52,23.52,2314
220,34,2016-11-19 00:00:00,1479513600,8466.19,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,finasterida 5mg 30cp ems,30049099,5403,1.0,und,21.2,21.2,42887
99,3,2016-05-19 00:00:00,1463616000,11244.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,seakalm 260mg 20cp,30049099,5405,2.0,und,33.45,66.9,43515
100,116,2016-05-19 00:00:00,1463616000,12489.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,seakalm 260mg 20cp,30049099,5405,2.0,und,33.45,66.9,43691
100,63,2016-05-19 00:00:00,1463616000,12489.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,toragesic 10mg 10cp,30049099,5405,2.0,und,33.54,67.08,43675
428,58,2016-05-12 09:19:54,1463044794,2253.44,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,vytorin 10 mg + 20 mg c/ 28 cp,30049099,5929,1.0,und,114.79,114.79,34041
134,26,2016-11-04 11:39:10,1478259550,6548.81,janicleia gabriel s.nascimento,7322508000236,centro,joao pessoa,5856800,-7.1215981,-34.882028,lisador 16cpds,30049099,5405,1.0,und,22.88,22.88,33183
13219,115,2016-03-21 09:17:13,1458551833,5850.09,redepharma ltda fl 03,1486101000349,centro,joao pessoa,58013000,-7.1215981,-34.882028,zetia 10mg 60 cpr,30049099,5949,1.0,und,101.65,101.65,36304
533,83,2016-08-30 00:00:00,1472515200,33861.02,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,promestrieno 10mg/g,30049099,5403,1.0,und,30.0,30.0,1891
121,81,2016-06-30 00:00:00,1467244800,12784.58,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,carbolitium 50cp,30049099,5929,2.0,und,36.7,73.4,43063
433,110,2016-06-14 11:30:41,1465903841,3645.21,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,"protopic pom 0,03mg 10g",30049099,5929,1.0,und,114.13,114.13,37229
165,31,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,1.0,und,18.5,18.5,43181
165,240,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,1.0,und,18.5,18.5,43221
165,248,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,1.0,und,18.5,18.5,43222
165,223,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,1.0,und,18.5,18.5,43213
165,320,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,1.0,und,18.5,18.5,43235
165,328,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,1.0,und,18.5,18.5,43239
573,24,2016-09-09 00:00:00,1473379200,5335.15,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,lacrifilm col.15ml,30049099,5403,1.0,und,25.3,25.3,108
433,144,2016-06-14 11:30:41,1465903841,3645.21,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,citalopram 20 mg c/ 30 cp,30049099,5929,1.0,und,113.93,113.93,37239
4055,399,2016-04-04 14:36:36,1459780596,56677.29,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,relvar ellipta 200/25 mcg x 30 doses,30049099,5929,1.0,und,108.39,108.39,36536
852,1,2016-06-01 17:19:17,1464801557,1218.76,farmacia sao luiz ltda,41146994000136,cruz das armas,joao pessoa,58081000,-7.1215981,-34.882028,dorene 150mg 30caps ache (lote: 1509415 vcto: 04/2017),30049099,5929,1.0,cx,112.16,112.16,32779
433,78,2016-06-14 11:30:41,1465903841,3645.21,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,levofloxacino 500 mg c/ 10 cp rev,30049099,5949,1.0,und,113.19,113.19,37216
449,162,2016-10-21 13:51:39,1477057899,6827.67,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,betametasona+dexclorf xpe 120 ml,30049099,5929,1.0,und,23.48,23.48,34102
533,3,2016-08-30 00:00:00,1472515200,33861.02,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,pentoxifilina 400mg comp.,30049099,5403,1.0,und,24.41,24.41,1875
13219,12,2016-03-21 09:17:13,1458551833,5850.09,redepharma ltda fl 03,1486101000349,centro,joao pessoa,58013000,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5949,1.0,und,107.96,107.96,36274
14006,490,2016-06-04 10:04:25,1465034665,63108.17,drogaria drogavista ltda,958548000653,manaira,joao pessoa,58038260,-7.1215981,-34.882028,flavonid 450/50mg 60cp,30049099,5929,1.0,und,120.55,120.55,36776
60,91,2016-03-01 00:00:00,1456790400,39495.11,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,brasart bcc 160+5mg 30cp,30049099,5405,2.0,und,40.96,81.92,42733
4055,590,2016-04-04 14:36:36,1459780596,56677.29,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5929,1.0,und,109.28,109.28,36583
4055,525,2016-04-04 14:36:36,1459780596,56677.29,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5929,1.0,und,109.28,109.28,36566
4055,80,2016-04-04 14:36:36,1459780596,56677.29,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5929,1.0,und,109.28,109.28,36434
2443,17,2016-06-13 12:08:03,1465819683,2578.6,drogaria drogavista ltda,958548001625,cabo branco,joao pessoa,58045050,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5403,1.0,und,122.94,122.94,33098
63,205,2016-03-02 00:00:00,1456876800,39495.06,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,brasart bcc 160+5mg 30cp,30049099,5405,2.0,und,32.77,65.54,43611
165,274,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43226
165,94,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43186
165,280,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43228
165,263,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43223
165,310,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43232
165,220,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43211
165,470,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43272
165,292,2016-08-22 00:00:00,1471824000,54224.0,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,amitriptilina 25mg 30cp germed,30049099,5929,2.0,und,18.5,37.0,43231
14006,531,2016-06-04 10:04:25,1465034665,63108.17,drogaria drogavista ltda,958548000653,manaira,joao pessoa,58038260,-7.1215981,-34.882028,besilato anlodipino 10mg 30cp ems,30049099,5929,1.0,und,120.11,120.11,36784
35,78,2016-10-19 14:14:07,1476886447,7254.0,farmacia tropicana ltda me,40979320000230,gramame,joao pessoa,58069000,-7.1215981,-34.882028,artrosil 160mg c/10 cpr*,30049099,5929,1.0,und,23.42,23.42,33634
14006,355,2016-06-04 10:04:25,1465034665,63108.17,drogaria drogavista ltda,958548000653,manaira,joao pessoa,58038260,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5929,1.0,und,122.94,122.94,36737
14006,57,2016-06-04 10:04:25,1465034665,63108.17,drogaria drogavista ltda,958548000653,manaira,joao pessoa,58038260,-7.1215981,-34.882028,clopidogrel 75mg 28cp sandoz,30049099,5929,1.0,und,122.94,122.94,36632
14819,17,2016-11-07 15:40:01,1478533201,5636.2,redepharma ltda,1486101000934,centro,joao pessoa,58013010,-7.1215981,-34.882028,domperidona 10mg 60cp ems,30049099,5929,1.0,und,23.81,23.81,37778
14006,391,2016-06-04 10:04:25,1465034665,63108.17,drogaria drogavista ltda,958548000653,manaira,joao pessoa,58038260,-7.1215981,-34.882028,relvar ellipta 200/25 mcg x 30 doses,30049099,5929,1.0,und,122.16,122.16,36746
1674,109,2016-10-13 17:12:03,1476378723,7991.11,farmacia tropicana ltda,40979320000150,cordao encarnado,joao pessoa,58011040,-7.1215981,-34.882028,artrosil 160mg c/10 cpr*,30049099,5929,1.0,und,23.42,23.42,33026
180,42,2016-09-13 00:00:00,1473724800,21996.64,r r comercio de medicamentos ltda,6007901000191,centro,queimadas,58475000,-10.9807081,-39.6249588,sorine ad 30ml,30049099,5929,1.0,und,18.81,18.81,43441
130,41,2016-10-05 16:45:30,1475685930,7602.29,janicleia gabriel s.nascimento,7322508000236,centro,joao pessoa,5856800,-7.1215981,-34.882028,lisador 16cpds,30049099,5405,1.0,und,22.88,22.88,31675
567,110,2016-10-18 00:00:00,1476748800,59404.05,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,glimepirida 1mg comp.,30049099,5403,1.0,und,24.62,24.62,957
533,304,2016-08-30 00:00:00,1472515200,33861.02,francileuda batista de almeida,6012274000187,centro,cajazeiras,58900000,-6.8897849,-38.5570389,valsartana 160mg comp.,30049099,5403,1.0,und,24.71,24.71,1948
35,31,2016-10-19 14:14:07,1476886447,7254.0,farmacia tropicana ltda me,40979320000230,gramame,joao pessoa,58069000,-7.1215981,-34.882028,eparema c/20 dgs*,30049099,5929,1.0,cx,23.7,23.7,33619
14971,97,2016-10-10 10:04:08,1476093848,5658.99,redepharma ltda fl 03,1486101000349,centro,joao pessoa,58013000,-7.1215981,-34.882028,dolamin 125mg 16cp,30049099,5949,1.0,und,23.04,23.04,37457
448,60,2016-10-21 13:28:52,1477056532,3192.55,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,biotonico nat fr c/ 400 ml,30049099,5929,1.0,und,24.38,24.38,33464
4232,620,2016-04-30 10:29:50,1462012190,63415.06,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,flavonid 450/50mg 60cp,30049099,5929,1.0,und,120.55,120.55,34570
4232,691,2016-04-30 10:29:50,1462012190,63415.06,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,besilato anlodipino 10mg 30cp ems,30049099,5929,1.0,und,120.11,120.11,34588
236404,1,2016-08-19 13:43:52,1471614232,3000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(30cx)",30049099,6107,1500.0,und,2.0,3000.0,72179
239474,1,2016-09-27 13:50:15,1474984215,3000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(30cx)",30049099,6107,1500.0,und,2.0,3000.0,72194
244037,1,2016-11-23 09:43:19,1479894199,4600.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(46cx)",30049099,6107,2300.0,und,2.0,4600.0,72216
244284,1,2016-11-25 12:59:19,1480078759,1920.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(20cx)",30049099,6107,960.0,und,2.0,1920.0,72173
243484,1,2016-11-17 08:41:24,1479372084,3045.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(20cx)",30049099,6107,1000.0,und,2.0,2000.0,72130
241928,2,2016-10-26 11:56:44,1477483004,4090.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,glicose 5% sf 250 ml(20cx),30049099,6107,1000.0,und,2.09,2090.0,72110
244360,1,2016-11-28 09:18:10,1480324690,3945.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(50cx),30049099,6107,1500.0,und,2.63,3945.0,72250
244359,1,2016-11-28 09:18:10,1480324690,3945.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(50cx),30049099,6107,1500.0,und,2.63,3945.0,72233
244361,1,2016-11-28 09:18:10,1480324690,3945.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(50cx),30049099,6107,1500.0,und,2.63,3945.0,72270
244362,1,2016-11-28 09:18:10,1480324690,3945.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(50cx),30049099,6107,1500.0,und,2.63,3945.0,72087
3647,556,2016-02-02 09:51:16,1454406676,51303.53,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,victoza 6mg/ml 2sist aplic,30049099,5929,1.0,und,427.53,427.53,31371
3644,556,2016-02-02 09:32:03,1454405523,51303.53,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,victoza 6mg/ml 2sist aplic,30049099,5929,1.0,und,427.53,427.53,30175
3648,556,2016-02-02 10:25:03,1454408703,51303.53,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,victoza 6mg/ml 2sist aplic,30049099,5929,1.0,und,427.53,427.53,32461
3643,556,2016-02-02 08:55:25,1454403325,51303.53,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,victoza 6mg/ml 2sist aplic,30049099,5929,1.0,und,427.53,427.53,38447
212,63,2016-03-06 21:24:16,1457299456,6619.08,farmacia droga centro drugstores ltda,8944346000150,nova brasilia,sape,58340000,-7.093591,-35.227975,combodart 30 cps,30049099,5405,1.0,cp,96.2,96.2,40536
111268,1,2016-12-05 14:46:00,1480949160,8723.0,industria farmaceutica rioquimica ltda,55643555000305,vila maceno,s.j. rio preto,15060035,-20.7721899,-49.3607544,riogel ant. 740g refil/ cartucho cx c/ 06 unid,30049099,6101,714.0,und,6.71,4790.94,76451
111268,2,2016-12-05 14:46:00,1480949160,8723.0,industria farmaceutica rioquimica ltda,55643555000305,vila maceno,s.j. rio preto,15060035,-20.7721899,-49.3607544,riogel ant. 740g refil/ cartucho cx c/ 06 unid,30049099,6101,582.0,und,6.71,3905.22,76452
3866,39,2016-03-04 09:49:29,1457084969,17327.32,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,ebix 20mg cx 30 cpr,30049099,5929,1.0,und,191.55,191.55,36363
2273,12,2016-02-24 00:00:00,1456272000,5872.7,vida distribuidora do nordeste ltda,20812326000120,sesi,bayeux,58306010,-7.1301631,-34.936532,nitrofural 2mg/g 500 gr riocim (pontu),30049099,5403,1.0,und,44.85,44.85,49111
417,52,2016-02-10 10:58:25,1455101905,7551.56,farmacia tabajara ltda,8320590000141,centro,joao pessoa,58013140,-7.1215981,-34.882028,citalopram 20 mg c/ 30 cp,30049099,5949,1.0,und,100.04,100.04,29724
74895,1,2016-03-04 11:30:00,1457091000,3400.0,elfa medicamentos ltda,9053134000145,aguas claras,brasilia,71991360,-10.3333333,-53.2,survanta c/01 f/a 4ml lote: 45447ez val: 28/02/16,30049099,2202,5.0,cx,680.0,3400.0,63304
3866,80,2016-03-04 09:49:29,1457084969,17327.32,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,exforge hct 320 mg 25 mg 10 mg x 28,30049099,5929,1.0,und,141.5,141.5,36376
3866,168,2016-03-04 09:49:29,1457084969,17327.32,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,"exforge hct 160 mg 12,5 mg 10 mg x 28",30049099,5929,1.0,und,141.5,141.5,36396
3866,108,2016-03-04 09:49:29,1457084969,17327.32,drogaria drogavista ltda,958548001200,torre,joao pessoa,58040000,-7.1215981,-34.882028,forxiga 10mg 30cpr,30049099,5929,1.0,und,140.97,140.97,36383
244366,1,2016-11-28 09:18:11,1480324691,3825.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(50cx)",30049099,6107,1500.0,und,2.55,3825.0,72251
244363,1,2016-11-28 09:18:10,1480324690,3825.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(50cx)",30049099,6107,1500.0,und,2.55,3825.0,72111
244372,1,2016-11-28 09:18:10,1480324690,3825.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(50cx)",30049099,6107,1500.0,und,2.55,3825.0,72234
244371,1,2016-11-28 09:18:10,1480324690,3825.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(50cx)",30049099,6107,1500.0,und,2.55,3825.0,72204
244368,1,2016-11-28 09:18:10,1480324690,3825.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(50cx)",30049099,6107,1500.0,und,2.55,3825.0,72190
