nf_numero,nf_item,nf_datahora,nf_timestamp,nf_valor_total,emit_nome,emit_cnpj,emit_bairro,emit_municipio,emit_cep,emit_lat,emit_long,prod_desc,prod_ncm,prod_cfop,prod_quant,prod_unid,prod_valor_unit,prod_valor_total,idx
57899,2,2016-06-29 18:18:21,1467224301,22170.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"agua para injecao 10ml  l: 1630303 q:   50.800,0000 f: 01/02/16 v: 28/02/18 l: 1630306 q:   25.000,0000 f: 01/02/16 v: 2",30049099,6108,100000.0,ap,0.16,16000.0,73152
25,1,2016-10-19 07:35:00,1476862500,20891.6,gisalma gabriel inocencio,11566679000105,centro,soledade,58155000,-28.8272467,-52.5109157,divalproato de sodio er500mg cp,30049099,5403,900.0,und,3.19,2871.0,62313
60810,2,2016-08-12 09:19:56,1470993596,33082.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"midazolam 50mg (item generico) l: ap-085/16 q:   17.300,0000 f: 30/06/16 v: 31/05/18 *** portaria 344/98 b1",30049099,6108,17300.0,ap,1.89,32697.0,73248
24,3,2016-09-01 10:20:00,1472725200,14876.4,gisalma gabriel inocencio,11566679000105,centro,soledade,58155000,-28.8272467,-52.5109157,divalproato de sodio 125mg,30049099,5403,1500.0,und,0.99,1485.0,62319
51228,2,2016-07-14 09:33:44,1468488824,195247.23,farmanguinhos - fundacao oswaldo cr,33781055004980,jacarepagua,rio de janeiro,22775610,-22.9110137,-43.2093727,"pramipexol 0,250mg cx c/30 cp",30049099,6949,92310.0,cp,0.68,63140.04,46597
58453,2,2016-07-07 10:40:39,1467888039,10390.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"agua para injecao 10ml  l: 1531004 q:   40.000,0000 f: 01/06/15 v: 30/06/17",30049099,2202,40000.0,ap,0.16,6400.0,73274
62418,2,2016-08-31 19:19:11,1472671151,64400.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"norepinefrina 8mg, hemitartarato (item generico) l: 16050642 q:   11.000,0000 f: 31/05/16 v: 31/05/18",30049099,6108,11000.0,ap,3.67,40370.0,73299
60331,1,2016-08-03 15:56:28,1470239788,6400.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"agua para injecao 10ml  l: 1531004 q:   40.000,0000 f: 01/06/15 v: 30/06/17",30049099,2202,40000.0,ap,0.16,6400.0,73373
60334,1,2016-08-03 16:38:54,1470242334,7050.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"agua para injecao 10ml  l: 1531004 q:   40.000,0000 f: 01/06/15 v: 30/06/17",30049099,6108,40000.0,ap,0.16,6400.0,73141
62418,4,2016-08-31 19:19:11,1472671151,64400.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"carbonato de calcio 1250mg + vit d3 400ui  l: 1605293 q:   24.000,0000 f: 30/06/16 v: 30/06/18",30049099,6108,24000.0,cp,0.26,6240.0,73301
49850,8,2016-03-02 12:12:19,1456920739,5351.2,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"losartana potassica 50mg  l: 15d011 q:   12.600,0000 f: 01/04/15 v: 30/04/17",30049099,6108,12600.0,cp,0.05,630.0,62199
49842,21,2016-03-02 10:13:23,1456913603,9183.25,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"losartana potassica 50mg  l: 15d011 q:   12.600,0000 f: 01/04/15 v: 30/04/17",30049099,2202,12600.0,cp,0.05,630.0,62172
52717,3,2016-12-14 01:00:00,1481677200,47640.0,aglon comercio e representacoes ltda,65817900000171,grossklauss,leme,13617400,-22.1859721,-47.389764,acido valproico 500 mg (c1),30049099,6108,10750.0,cpr,0.61,6557.5,76446
52717,2,2016-12-14 01:00:00,1481677200,47640.0,aglon comercio e representacoes ltda,65817900000171,grossklauss,leme,13617400,-22.1859721,-47.389764,acido valproico 500 mg (c1),30049099,6108,11200.0,cpr,0.61,6832.0,76445
235179,3,2016-07-30 11:03:22,1469876602,343970.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(1000cx),30049099,6107,30000.0,und,3.0,90000.0,72076
235179,1,2016-07-30 11:03:22,1469876602,343970.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(1667cx)",30049099,6107,45900.0,und,2.75,126225.0,72074
54401,1,2016-05-11 20:50:38,1462999838,18023.0,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"agua para injecao 10ml  l: 1630303 q:    5.000,0000 f: 01/02/16 v: 28/02/18 l: 1630307 q:   55.000,0000 f: 01/02/16 v: 2",30049099,6108,60000.0,ap,0.16,9600.0,62209
53844,2,2016-05-04 17:33:14,1462383194,8550.0,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"agua para injecao 10ml  l: 1630306 q:   30.000,0000 f: 01/02/16 v: 28/02/18",30049099,6108,30000.0,ap,0.16,4800.0,62149
127237,2,2016-11-11 14:50:23,1478875823,2028.0,dimaster com de prod hosp ltda,2520829000140,centro,barao de cotegipe,99740000,-27.6214694,-52.3765316,alendronato de sodio 70mg comprimido  delta,30049099,6108,3300.0,cpr,0.36,1188.0,71967
57569,1,2016-06-24 16:56:34,1466787394,21619.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"carbonato de litio 300mg (item generico) l: 0174/16 q:  166.300,0000 f: 01/03/16 v: 28/02/18 *** portaria 344/98 c1",30049099,6108,166300.0,cp,0.13,21619.0,73298
23,1,2016-07-01 10:15:00,1467368100,51924.25,gisalma gabriel inocencio,11566679000105,centro,soledade,58155000,-28.8272467,-52.5109157,rivaroxaban 20mg cp,30049099,5403,1000.0,cx,7.39,7390.0,62297
49842,30,2016-03-02 10:13:23,1456913603,9183.25,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"omeprazol 20mg  l: 218104 q:    4.060,0000 f: 01/05/15 v: 31/05/17 l: 218137 q:    9.240,0000 f: 01/08/15 v: 31/08/17",30049099,2202,13300.0,caixa,0.04,532.0,62173
49850,17,2016-03-02 12:12:19,1456920739,5351.2,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"omeprazol 20mg  l: 218104 q:    4.060,0000 f: 01/05/15 v: 31/05/17 l: 218137 q:    9.240,0000 f: 01/08/15 v: 31/08/17",30049099,6108,13300.0,caixa,0.04,532.0,62200
25,5,2016-10-19 07:35:00,1476862500,20891.6,gisalma gabriel inocencio,11566679000105,centro,soledade,58155000,-28.8272467,-52.5109157,topironato 50mg cp,30049099,5403,600.0,und,3.85,2310.0,62315
239244,1,2016-09-23 15:27:14,1474644434,50000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(500cx)",30049099,6107,25000.0,und,2.0,50000.0,72186
239234,1,2016-09-23 14:58:17,1474642697,50000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(500cx)",30049099,2201,25000.0,und,2.0,50000.0,72198
239246,1,2016-09-23 15:28:06,1474644486,50000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(500cx)",30049099,6107,25000.0,und,2.0,50000.0,72227
239239,1,2016-09-23 15:13:11,1474643591,50000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(500cx)",30049099,2201,25000.0,und,2.0,50000.0,72104
236978,1,2016-08-26 16:01:14,1472227274,54000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(600cx),30049099,6107,18000.0,und,3.0,54000.0,72260
236942,5,2016-08-26 10:31:28,1472207488,269000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,ringer c/lactato sf 500 ml(600cx),30049099,6107,18000.0,und,3.0,54000.0,72224
49314,2,2016-02-23 07:10:53,1456211453,3977.5,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"agua para injecao 10ml  l: 1531312 q:   12.000,0000 f: 01/08/15 v: 31/08/17",30049099,6108,12000.0,ap,0.16,1920.0,62166
22,5,2016-01-26 15:17:00,1453821420,16536.5,guimaraes e guimaraes ltda,9553687000167,centro,soledade,58155000,-28.8272467,-52.5109157,pseudoefedrina 100ml,30049099,5403,500.0,fr,6.0,3000.0,62303
236942,1,2016-08-26 10:31:28,1472207488,269000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(500cx)",30049099,6107,25000.0,und,2.0,50000.0,72220
236981,1,2016-08-26 16:07:20,1472227640,50000.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(500cx)",30049099,6107,25000.0,und,2.0,50000.0,72103
235213,1,2016-07-30 11:42:17,1469878937,68695.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(833cx)",30049099,6107,24980.0,und,2.75,68695.0,72184
235211,1,2016-07-30 11:41:45,1469878905,68805.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 500 ml(834cx)",30049099,6107,25020.0,und,2.75,68805.0,72144
54824,1,2016-05-19 15:37:27,1463672247,15423.0,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"agua para injecao 10ml  l: 1630303 q:    5.000,0000 f: 01/02/16 v: 28/02/18 l: 1630307 q:   55.000,0000 f: 01/02/16 v: 2",30049099,2202,60000.0,ap,0.16,9600.0,62223
54841,1,2016-05-19 16:21:19,1463674879,15423.0,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"agua para injecao 10ml  l: 1630303 q:    5.000,0000 f: 01/02/16 v: 28/02/18 l: 1630307 q:   55.000,0000 f: 01/02/16 v: 2",30049099,6108,60000.0,ap,0.16,9600.0,62237
54233,1,2016-05-10 14:21:46,1462890106,50000.0,solumed distr. med prod saude ltda,11896538000142,sao joao batist,santa luzia,33030020,-19.7702097,-43.8505291,"diosmina 450mg, hesperidina 50mg  l: b15k2016 q:   49.700,0000 f: 01/10/15 v: 31/10/18 l: b15k0780 q:  150.300,0000 f: 0",30049099,6108,200000.0,cp,0.25,50000.0,62178
155,26,2016-08-10 00:00:00,1470787200,18291.2,edmael rodrigues de melo,9020529000141,centro,inga,58380000,-8.0333167,-63.8520611,captopril 25mg 1cp,30049099,5403,20000.0,und,0.05,1000.0,65203
25,7,2016-08-31 14:10:00,1472652600,52088.0,guimaraes e guimaraes ltda,9553687000167,centro,soledade,58155000,-28.8272467,-52.5109157,dexclofeniramina liq.100ml,30049099,5403,1000.0,fr,6.88,6880.0,62310
175540,1,2016-03-28 00:00:00,1459123200,10880.0,fundacao para o remedio popular - furp,43640754000119,guarulhos,guarulhos,7043902,-23.4675941,-46.5277704,furp-sulfato ferroso 25 mg fe++/ml  gotas  (m. saude),30049099,6923,8000.0,fr,1.36,10880.0,56974
336180,2,2016-03-02 11:53:46,1456919626,8163.6,comercial cirurgica rioclarense ltda,67729178000220,jardim piemont,betim,32669712,-19.968056,-44.198333,"haloperidol 1mg  l: 15054215 q:   10.000,0000 f: 01/05/15 v: 30/05/17 *** portaria 344/98 c1",30049099,6108,10000.0,cp,0.11,1100.0,47629
27,3,2016-11-30 17:52:00,1480528320,30670.0,guimaraes e guimaraes ltda,9553687000167,centro,soledade,58155000,-28.8272467,-52.5109157,butib+escop composto gotas,30049099,5403,500.0,fr,7.95,3975.0,62290
28,4,2016-12-27 15:55:00,1482854100,15508.0,guimaraes e guimaraes ltda,9553687000167,centro,soledade,58155000,-28.8272467,-52.5109157,policresuleno+cinchoc supositorio,30049099,5403,100.0,tb,46.87,4687.0,62300
235179,2,2016-07-30 11:03:22,1469876602,343970.0,halex istar ind farmaceutica s.a.,1571702000198,chacara retiro,goiania,74775027,-16.680882,-49.2532691,"cloreto de sodio 0,9% sf 250 ml(1000cx)",30049099,6107,35000.0,und,2.0,70000.0,72075
27,2,2016-11-30 17:52:00,1480528320,30670.0,guimaraes e guimaraes ltda,9553687000167,centro,soledade,58155000,-28.8272467,-52.5109157,betamet+cetoconz+neomicina 30g,30049099,5403,500.0,tb,14.85,7425.0,62289
57970,1,2016-06-30 09:09:24,1467277764,7413.0,solumed distr. med prod saude ltda,11896538000142,bortolan,pocos de caldas,37704720,-21.7900318,-46.5647928,"agua para injecao 10ml  l: 1630302 q:   12.000,0000 f: 01/02/16 v: 28/02/18 l: 1630539 q:    8.000,0000 f: 01/03/16 v: 2",30049099,6108,20000.0,ap,0.16,3200.0,73347
